Store Name,Address,Instagram,Store Type,City,# of Stores,State,ZIP Code,Customers,Brands,Categories,Specialties,Website,Phone,Facebook,Twitter
Esalen Institute,"Esalen Institute, 55000 Highway 1, Big Sur, CA 93920, United States of America",https://instagram.com/esalen,Independent Grocery,Big Sur,1,CA,93920,Zuva,chikka_chikka,Workshops; Self-Guided Explorations; Massage & Healing Arts; Scholarships; Volunteer Opportunities; Teaching Programs; Off-Campus Events; Accommodations; Tuition; Campus Features,holistic; nonprofit; self-guided; transformative; educational; wellness,,+1 310-430-0735,,
Essex Farm,"Lower East Side Ice Cream Factory, 88 Essex Street, New York, NY 10002, United States of America",https://www.instagram.com/direct/t/119311756125941/,Independent Grocery,New York,2,NY,10002,,behave; loisa; fish_wife,,,,,,
Esters Wine Shop & Bar,"Esters Wine Shop & Bar, 1314 7th Street, Santa Monica, CA 90401, United States of America",https://instagram.com/esterswine,Wine/Beer/Liquor,Santa Monica,1,CA,90401,,brightland; fly_by_jing,,curated; artisanal,,(310) 899-6900,https://facebook.com/esterswineshop,
Esther C Fishman,"934 West Armitage Avenue, Chicago, IL 60651, United States of America",https://www.instagram.com/direct/t/104005660999186/?hl=en,Independent Grocery,chicago,1,IL,60614,,spice_walla,,,,,,
Etc Consignment Shoppe,"145 Garrison Branch Road, Weaverville, NC, 28787",https://www.instagram.com/direct/t/113102080078111/?hl=en,Independent Grocery,Weaverville,1,NC,28787,,spice_walla,,,,,,
Eva Maries On 8th,"7067 275th Way, Clear Lake, IA, 50428",https://www.instagram.com/direct/t/17842598663195889/?hl=en,Independent Grocery,Clear Lake,1,IA,50428,,spice_walla,,,,,,
Evergreen Aquafarms,"614 Saint Joseph Street, Rapid City, SD 57701, United States of America",https://www.instagram.com/evergreen_aquafarms/,Independent Grocery,Rapid City,2,SD,57701,,fish_wife; pistakio; narra,Fruits; Community-Supported Agriculture; Local Goods; Sustainable Foods; Aquaponics; Seasonal Produce; Produce; Herbs; Greenhouse Products; Vegetables; Funeral Arrangements; Monuments; Headstones; Burial Vaults; Grave Markers; Eco Burial; Natural Burial; Pre-Need Burial Service; Grave Space,farm-to-table; local; sustainable; aquaponics; compassionate; professionalism; personalized; natural burial,,,https://www.facebook.com/evergreenaquafarms,
Evolet Eve Wine Shop,"Warrenville Public Library District, 28W751 Stafford Place, Warrenville, IL 60555, United States of America",https://www.instagram.com/wpldreads/,Wine/Beer/Liquor,WARRENVILLE,1,IL,60555,,rishi_tea,,,,,https://www.facebook.com/warrenvillepubliclibrary/,
Fairhope Health Foods,"280 EASTERN SHORE SHP CTR, FAIRHOPE, AL",https://www.instagram.com/direct/t/113637716687522/,Health/Supplement Store,FAIRHOPE,1,AL,36532,,rishi_tea,,,,,,
Falling Into Place,"2613 Broad Avenue, Memphis, TN, 38112",https://www.instagram.com/direct/t/114260959971042/?hl=en,Independent Grocery,Memphis,1,TN,38112,,spice_walla,,,,,,
Falling River Meats,"3209 278th Avenue NE, Redmond, WA 98053, United States of America",https://www.instagram.com/fallingrivermeats/,Independent Grocery,Redmond,1,WA,98053,,brightland; fish_wife,,,,,,
Family Bros.,"900 Dekalb Avenue NE, Atlanta, GA 30307, United States of America",https://www.instagram.com/direct/t/115849469813102,Independent Grocery,ATLANTA,1,GA,30307,,rishi_tea,,,,,,
Fancy Groceries,"Ardmore Barber Shop, 1311 South Hawthorne Road, Winston-Salem, NC 27103, United States of America",https://www.instagram.com/ardmorebarbershop/?hl=en,Independent Grocery,Winston-Salem,1,NC,27103,,graza,,,,,https://www.facebook.com/ArdmoreBarbershop/?ref=bookmarks,
Fare Share,"443 Main Street, Norway, ME 04268, United States of America",https://www.instagram.com/direct/t/104649040936655/,Independent Grocery,NORWAY,2,ME,4268,,rishi_tea; whims,,,,,,
Farm Runners Station,"Farm Runners Station, 235 CO 133, Hotchkiss, CO 81419, United States of America",https://www.instagram.com/farmrunners/,Independent Grocery,Hotchkiss,1,CO,81419,,realsy; rishi_tea,CSA Shares; Farm Products; Wholesale; Local Produce; Kitchen Prep; Retail; Restaurants; Institutions; Custom-Harvested Products; Farmers,local; sustainable; farm-to-table; artisanal,,,https://www.facebook.com/FarmRunners/,
Farmbox,"1311A Rutherford Rd, Greenville, SC, 29609",https://www.instagram.com/direct/t/115921753130835/?hl=en,Independent Grocery,Greenville,1,SC,29609,,spice_walla,,,,,,
Farmette,"18439 U.S. 12, New Buffalo, MI, 49117",https://instagram.com/farmettemichigan,Supermarket,New Buffalo,5,MI,49117,,bjorn_qorn; rishi_tea; diaspora_co; fish_wife; floura; fly_by_jing; hot_girl_pickles,Produce; Flowers; Coffee; Cheese; Bread; Wine; Beer; Prepared Foods; Home Goods,local; sustainable; prepared foods,,,https://www.facebook.com/profile.php?id=61555271575785&mibextid=LQQJ4d,
Farmhouse Market,"Farmhouse Market, 33521 Southeast Redmond-Fall City Road, Fall City, WA 98024, United States of America",https://www.instagram.com/farmhouse05363,Supermarket,,4,WA,98024,,cauli_puffs; fish_wife; rishi_tea; fly_by_jing; zabs_hot_sauce,Meat; Produce; Grocery; Beer/Wine; Dairy,local; sustainable; farm-to-table,,,https://www.facebook.com/FarmhouseMarket/?ref=settings,
Feather River Food Co-Op,"Feather River Fitness, Crescent Street, Quincy, CA 95971, United States of America",https://www.instagram.com/direct/t/17842378601641004/,Co-op,Quincy,4,CA,95971,,chomps; unreal_snacks; coconut_cult; rishi_tea,Food; Drinks; Private Events,local; artisanal; curated,,(530)283-3528,,
Feel Rite,"Feel Rite Fresh Markets, South Park Avenue, Hamburg, NY 14075, United States of America",https://www.instagram.com/feelritefreshmarkets/,Independent Grocery,HAMBURG,12,NY,14075,,a_dozen_cousins; unreal_snacks; chomps; coconut_cult; rishi_tea; the_only_bean,Checking Accounts; Home Mortgages; Savings Accounts; Business Checking Accounts; Auto Loans; Online Investing; Credit Cards; Business Credit Cards; Online and Mobile Banking; Home Equity Lines of Credit; Organic Produce; Vitamins & Supplements; Health & Beauty; Sports Nutrition; Home & Gifts; Grocery; Local Products,business; commercial; local; personal banking; organic; sports nutrition; eco-friendly; natural,,,https://www.facebook.com/FeelRite/,https://twitter.com/feelritemarkets
Fern Botanica,"66 East 19th Street, Huntington Station, NY 11746, United States of America",https://www.instagram.com/fernbotanica/?hl=en,Independent Grocery,East Elmhurst,2,NY,11370,,brightland; pistakio,Wedding Design; Corporate Design; Florals; A La Carte; Seasonal Bouquets; Locally Crafted Gifts,sustainable; artisanal; local,,,,
Ferrane Bakery,"57 Clark Street, New York, NY 11201, United States of America",https://www.instagram.com/ferranebakery/,Bakery,Brooklyn,1,NY,11201,,brightland,,,,,,
Ferrantes Marketplace Cafe,"Ferrante's, 4516 South Regal Street, Spokane, WA 99223, United States of America",https://www.instagram.com/direct/t/123387729053348/?hl=en,Independent Grocery,Spokane,1,WA,99223,,brightland; zabs_hot_sauce,,,,,,
Fetch Mkt.,"231 Hazzard Creek Drive, Ridgeland, SC 29936, United States of America",https://www.instagram.com/fetchmarket/,Independent Grocery,Ridgeland,2,SC,29936,,brightland; smash_foods; fly_by_jing,,local; community; event venue,,,https://www.facebook.com/Jasper-County-Chamber-of-Commerce-128437243879126/,https://twitter.com/jasperchamber
Field Day,"1280 Ella Street, San Luis Obispo, CA 93401, United States of America",https://www.instagram.com/direct/t/113461566713954/,Independent Grocery,San Luis Obispo,3,CA,93401,,graza; one_trick_pony; spice_walla,,local; artisanal; sustainable,,,,
Fiesta Mart,"Fiesta Mart, 5510 I 35 Frontage Road, Austin, TX 78744, United States of America",https://www.instagram.com/direct/t/17847326444558016/,International Grocery,Austin,9,TX,78744,Zuva,chomps; unreal_snacks; yolele,Meat; Beverages; Bakery; Produce; Dairy; Prepared Foods; Snacks; Frozen Foods; Canned Goods; Condiments; Fresh Produce; Meat & Poultry; International Foods,local; international; prepared foods; gourmet,,(512)406-3900,,
Figment Fermentation Co.,"280 Tara Way, Athens, GA 30606, United States of America",https://www.instagram.com/direct/t/117704119613932/?hl=en,Independent Grocery,Athens,4,GA,30606,,brightland; fish_wife; graza; fly_by_jing; spice_walla,,,,,,
Figs Beanery And Creamery,"200 N.Main Street, Anderson, SC, 29621",https://www.instagram.com/direct/t/101503004584120/?hl=en,Independent Grocery,Anderson,1,SC,29621,,spice_walla,,,,,,
Findings Market,"27 South Oak Street, San Buenaventura (Ventura), CA 93001, United States of America",https://www.instagram.com/direct/t/105272757536050/,Independent Grocery,Ventura,1,CA,93001,,graza,,,,,,
Fish Creek Market,"Fish Creek Market, 1892 State Highway 42, Fish Creek, Gibraltar, WI 54212, United States of America",http://instagram.com/fishcreekmarket1892,Boutique Grocer,FISH CREEK,3,WI,54212,,a_dozen_cousins; bjorn_qorn; fly_by_jing; masa_chips,Grocery Essentials; Curated Goods; Gift Boxes; Salads; Soups; Bakery Treats; Deli Sandwiches; Beer & Fine Spirits; Hot Lunches; Wine,curated; artisanal; local; prepared foods; gourmet,,,https://facebook.com/fishcreekmarket,
Fit,"46025 COUNTY ROAD 48, STE B, SOUTHOLD, NY 11971-5048, USA",https://www.instagram.com/direct/t/111325846922403/,Supermarket,,6,NY,46025,,alice_mushrooms; behave; coconut_cult; stellar_snacks; masa_chips; rishi_tea; unreal_snacks,,,,,,
Fitzgeralds Foods,"710 HOPMEADOW ST, SIMSBURY, CT",https://www.instagram.com/direct/t/17842305900315783/,Supermarket,SIMSBURY,2,CT,6070,,rishi_tea; smash_foods,,,,,,
Flatbush Food Co-Op,"Flatbush Food Coop, 1415 Cortelyou Road, New York, NY 11226, United States of America",https://www.instagram.com/flatbushfood/,Co-op,Brooklyn,2,NY,11226,Zuva,blobs; yolele; rishi_tea,Deli & Juice Bar; Organic Produce; Beverages; Snacks; Sustainable Products; Health Foods; Local Products; Beer & Cider; Fair Trade Products; Co-op Made Products; Prepared Foods,prepared foods; organic; community owned; fair trade; sustainable; local,,,https://www.facebook.com/FlatbushFoodCoop,
Flavors On Main,"49 S. Main St., Marion, NC, 28752",https://www.instagram.com/direct/t/112848330103446/?hl=en,Independent Grocery,Marion,2,NC,28752,,spice_walla,,,,,,
Flint Kitchen Bar,"50 Fountain Plaza, Buffalo, NY 14202, United States of America",https://www.instagram.com/direct/t/112555250137068/,Independent Grocery,Buffalo,2,NY,14202,,fish_wife; graza,,,,,,
Floral Park Market,"775 Trabert Avenue NW, Atlanta, GA 30318, United States of America",https://www.instagram.com/direct/t/107878010605530/,Independent Grocery,Atlanta,2,GA,30318,,masa_chips; spice_walla,,,,,,
Florida Health Foods,"7648 LEM TURNER ROAD, JACKSONVILLE, FL",https://www.instagram.com/direct/t/114826999907992/,Health/Supplement Store,JACKSONVILLE,1,FL,32208,,rishi_tea,,,,,,
Flutes Wine Shop,"139 12th Street, Lynchburg, VA, 24504",https://www.instagram.com/direct/t/17846527275173627/?hl=en,Wine/Beer/Liquor,Lynchburg,1,VA,24504,,spice_walla,,,,,,
Flying Pig Provisions,"215 West Main Street, Washington, NC, 27889",https://www.instagram.com/direct/t/116292626427294/?hl=en,Deli/Prepared Foods,Washington,1,NC,27889,,spice_walla,,,,,,
Folk Detroit,"Folk, 1701 Trumbull Street, Detroit, MI 48216, United States of America",https://www.instagram.com/folkdetroit/,Independent Grocery,Detroit,4,MI,48216,,brightland; joon; fish_wife; fly_by_jing; graza,,,,313-742-2672,,
Follow Your Heart,"Follow Your Heart Cafe, 21825 Sherman Way, Los Angeles, CA 91303, United States of America",https://www.instagram.com/followyourheart/,Independent Grocery,Canoga Park,5,CA,91303,Zuva,a_dozen_cousins; brightland; smash_foods; coconut_cult; unreal_snacks; floura; neuro_gum; whims,Vegenaise; Dairy-Free Cheese; Salad Dressings; Dips & Spreads; Breakfast; Main Dishes; Appetizers; Desserts; Sauces,vegan; plant-based; sustainable,,,,
Fontys Bodega,"20 Christopher Street, New York, NY, 10014-3527",https://www.instagram.com/direct/t/17847087870467104/,Independent Grocery,New York,2,NY,10014-3527,,bjorn_qorn; rishi_tea; diaspora_co; joon,,,,,,
Fonville Press,"Fonville Press Market + Cafe, North Somerset Street, Alys Beach, FL 32461, United States of America",https://www.instagram.com/direct/t/17849735915648542/?hl=en,Independent Grocery,,2,FL,32461,,coconut_cult; floura; spice_walla,,,,,,
Food Cellar,"4-85 47th Rd, Long Island Cty, NY, 11103",https://www.instagram.com/direct/t/108337240564319/,Supermarket,Long Island Cty,3,NY,11103,,bjorn_qorn; blobs; narra; rishi_tea,"Produce; Dairy; Bakery; Deli; Seafood; Meat; Frozen Foods; Pantry; Health and Personal Care; Beer, Wine, and Spirits",organic; prepared foods; local,,,,
Food Conspiracy Co-Op,"Food Conspiracy Co-op, 412 North 4th Avenue, Tucson, AZ 85705, United States of America",https://www.instagram.com/direct/t/106735447383726/,Co-op,Tucson,2,AZ,85705,,fly_by_jing; unreal_snacks; rishi_tea,,,,(520)624-4821,,
Food Fantasies,"Food Fantasies, 1512 Wabash Avenue, Springfield, IL 62704, United States of America",https://instagram.com/food_fantasies_springfield_il,Supermarket,,2,IL,62704,Zuva,coconut_cult; smash_foods; graza,"Frozen and Refrigerated Goods; Vitamins and Supplements; Grocery Products; Herbs, Spices, and Bulk; Local Products; Dry Goods; Bakery; Produce; Health and Beauty; Beer, Wine, Mead, and Spirits",organic; eco-friendly; allergen-friendly; fair trade; local; vegan; gluten-free; Non-GMO,,,https://facebook.com/FoodFantasiesNaturally,
Food Fight Grocery,"11155 Northeast Halsey Street, Portland, OR 97220, United States of America",https://www.instagram.com/direct/t/113947663329271/,Supermarket,Portland,5,OR,97220,,realsy; whims; rishi_tea; unreal_snacks,,,,,,
Food For Thought,"315 US Highway 27 North, Sebring, FL 33870, United States of America",https://www.instagram.com/direct/t/17847821238421974/,Independent Grocery,SEBRING,6,FL,33870,Zuva,a_dozen_cousins; bjorn_qorn; rishi_tea; blobs; btr_bar; masa_chips,American Dishes; Ethnic Dishes; Vegetarian; Vegan; Seafood; Gluten-Free; Kids Menu; Senior Menu; Specials; Beverages,gluten-free; vegan; vegetarian; sustainable,,,https://facebook.com/foodforthoughtrestaurant,
Food Front Cooperative Grocery,"Food Front Cooperative Grocery, 2375 Northwest Thurman Street, Portland, OR 97210, United States of America",https://www.instagram.com/foodfrontcoop/,Co-op,Portland,1,OR,97210,,a_dozen_cousins,,local; sustainable,,,https://www.facebook.com/foodfrontcoop,https://twitter.com/foodfrontcoop
Food Story,"40 Bogart Street, Brooklyn, NY, 11206",https://www.instagram.com/direct/t/109057843815943/,Independent Grocery,Brooklyn,4,NY,11206,,bjorn_qorn; blobs; cauli_puffs; glonuts; loisa,Bar; Restaurant; Craft Beer; Cocktails; Seasonal American Cooking; Dine-in Cinema; Private Events; Gift Cards; Happy Hour; Movie Screenings,craft beer; cocktails; seasonal; dine-in; private events,,,https://www.facebook.com/syndicatedbk,http://twitter.com/syndicatedbk
Food Universe,"Food Universe, 127-16 111th Avenue, New York, NY 11420, United States of America",https://www.instagram.com/keyfood,Independent Grocery,,5,NY,11420,Zuva,coconut_cult; glonuts; graza; whims,Deli; Beverages; Snacks; Health Foods; Online Grocery Delivery; Meat; Bakery; Dairy; Produce; Frozen Foods; Catering; Grocery; Household Items,local; sustainable; prepared foods; organic; gourmet,,,https://www.facebook.com/keyfood,https://twitter.com/keyfood
Food/Ocracy,"2335 West 208th Street, Torrance, CA, 90501",https://www.instagram.com/direct/t/104265660973480/?hl=en,Independent Grocery,Torrance,1,CA,90501,,spice_walla,,,,,,
Foodies Cookbook Shop,"3548 Main Street, Stratford, CT, 6614",https://www.instagram.com/direct/t/17849275305081239/?hl=en,Independent Grocery,Stratford,1,CT,6614,,spice_walla,,,,,,
Foodlove Market,"1037 Aquidneck Avenue, Middletown, RI 02842, United States of America",https://www.instagram.com/direct/t/17842069220249099/,Independent Grocery,Middletown,1,RI,2842,,graza,,,,,,
Foods Of Vail,"Pazzo's Pizzeria, 82 East Beaver Creek Boulevard, Avon, CO 81620, United States of America",https://www.instagram.com/foodsofvailcatering/,Supermarket,Avon,2,CO,81620,,fish_wife; spice_walla,Pizza; Italian Food; Beverages; Family Dining; Casual Dining; Event Hosting; Takeout; Gift Cards; Game Room; Bar,local; artisanal; family-friendly; casual dining,,,https://www.facebook.com/pazzosco,
Foodscape,"4 North Colville Street, Walla Walla, WA 99362, United States of America",https://www.instagram.com/direct/t/17842679513340625/,Supermarket,Walla Walla,2,WA,99362,,masa_chips; spice_walla,,,,,,
Foodwork,"Foodworks, 450 Boston Post Road, Guilford, CT 06437, United States of America",https://www.instagram.com/foodworksnaturalmarket,Supermarket,Guilford,1,CT,6437,,loisa; neuro_gum,Deli; Beverages; Snacks; Health Foods; Local Products; Organic Foods; Natural Groceries; Supplements; Groceries; Produce; Prepared Foods; Beauty Products; Juice Bar,organic; natural; sustainable; local; wholesome,,,https://www.facebook.com/FoodWorksNaturalMarket,
Foodworks,"Food Works, 412 East Park Street, Livingston, MT 59047, United States of America",https://www.instagram.com/foodworkslivingston/,Independent Grocery,Livingston,3,MT,59047,,masa_chips; rishi_tea,Grocery; Hot & Cold Bar; New Products; Recipes; Special Orders,local; fresh; wholesome; sustainable,,,https://www.facebook.com/FoodWorksLivingstonMT/,
Foote Family Meats,"Hever's Family Meats, Mount Vernon Boulevard Northwest, Canton, OH 44709, United States of America",https://www.instagram.com/direct/t/17843179232481884/?hl=en,Independent Grocery,Texico,2,OH,44709,,fly_by_jing; spice_walla,,,,,,
Foothill Market,"Genoa Country Store, 2299 Main Street, Genoa, NV 89411, United States of America",https://www.instagram.com/direct/t/17843953512443343/,Independent Grocery,Genoa,3,NV,89411,,brightland; zabs_hot_sauce; fish_wife; stellar_snacks,,,,,,
For Goodness Sake,"Bonita Springs Water Tower, Bonita Beach Causeway, Bonita Springs, FL 33931, United States of America",https://www.instagram.com/direct/t/115837146478603/,Independent Grocery,BONITA SPRINGS,3,FL,34135,,a_dozen_cousins; evies_snacks; unreal_snacks; rishi_tea,,,,,,
For The Health Of It,"For the Health Of It Naturally, The Island Drive, Pigeon Forge, TN 37863, United States of America",https://www.instagram.com/direct/t/112751583450470/,Independent Grocery,,4,TN,37863,,coconut_cult; stellar_snacks; masa_chips; rishi_tea; unreal_snacks,,,,,,
"Forest + Ash, Llc","Forest + Ash, 24 Water Street, Exeter, NH 03833, United States of America",https://www.instagram.com/forestandash/,Boutique Grocer,Exeter,1,NH,3833,,spice_walla,,curated; timeless; women-led,,,https://www.facebook.com/forestandashshop/,
Forever Etched Gift Co. Inc,"1535 Tidelands Avenue, National City, CA 91950, United States of America",https://www.instagram.com/direct/t/118390839552504/?hl=en,Independent Grocery,National City,2,CA,91950,,brightland; spice_walla,,,,,,
Forth & Nomad,"731 Yale Street, Houston, TX 77007, United States of America",https://www.instagram.com/forthandnomad,Boutique Grocer,Houston,3,TX,77007,,behave; realsy; brightland; fish_wife; fly_by_jing,Clothing; Jewelry; Accessories; Home; Stationery; Beauty & Wellness; Kitchen & Bar; Gifts; Kids; Sale,curated; emerging brands; artisanal,http://forthandnomad.com,(713) 814-8198,,
Forth And,"731 Yale St, Houston, TX 77007, USA",https://instagram.com/forthandnomad,Boutique Grocer,,2,TX,77007,,alice_mushrooms; brightland; joon,Clothing; Jewelry; Accessories; Home; Stationery; Beauty & Wellness; Kitchen & Bar; Gifts; Activewear; Kids,curated; lifestyle; thoughtful living,,,https://facebook.com/forthandnomad,
Forts Ferry Farm,"185 Forts Ferry Road, Latham, NY 12110, United States of America",https://www.instagram.com/direct/t/105570580840944/,Independent Grocery,Latham,1,NY,12110,,graza,,,,,,
Fortune Favors,"2086 Atwood Avenue, Madison, WI, 53704",https://www.instagram.com/direct/t/104789124248343/?hl=en,Independent Grocery,Madison,2,WI,53704,,spice_walla; whims,,,,,,
Foster Sundry,"215 Knickerbocker Ave, Brooklyn, NY, 11237",http://instagram.com/fostersundry,Deli/Prepared Foods,Brooklyn,2,NY,11237,,bjorn_qorn; rooted_fare; diaspora_co; pistakio,Thanksgiving Items; Gift Cards; Butcher Counter; Sandwiches; Prepared Foods,local; artisanal; prepared foods,,,,
Fountain Gifts,"25 East Madison Avenue, Clifton, NJ 07011, United States of America",https://www.instagram.com/direct/t/115439786513168/?hl=en,Independent Grocery,Clifton,2,NJ,7011,,brightland; joon; spice_walla,,,,,,
Fountain Of Health,"Fountain of Health, 4151 Southwest 34th Avenue, Amarillo, TX 79109, United States of America",https://www.instagram.com/direct/t/17843808936091141/,Independent Grocery,Amarillo,2,TX,79109,,evies_snacks; rishi_tea,,,,,,
Fourwinds Market,"7389 Airport Road, Siren, WI 54872, United States of America",https://www.instagram.com/direct/t/106103277534613/,Independent Grocery,Siren,1,WI,54872,,graza,,,,,,
Fox Market,"1876 Us Route 2 East, St Johnsbury, VT 05819, United States of America",https://www.instagram.com/bleufoxcheese,Independent Grocery,East Monpelier,3,VT,5651,,graza; loisa; one_trick_pony,,,,,,
Foxtrot,"2822 McKinney Avenue, Dallas, TX 75204, United States of America",https://www.instagram.com/direct/t/106219400778360/,Supermarket,Dallas,39,TX,75204,,behave; hot_girl_pickles; graza; whims; joon; smash_foods; bjorn_qorn; btr_bar; floura; masa_chips,Snacks; Beverages; Health Foods; Produce; Dairy; Bakery; Frozen Foods; Prepared Meals; Condiments; Household Essentials; Meat; Seafood; Printing services; Copy & print services; Shipping services; Passport photos; Direct mail services; Promotional products; Packing services; Laminating services; Shredding services; Notary services; Desks; Tables; Office Seating; Accessories; Storage; Lounge Seating; Space Division; Acoustics; Gift Certificates; Collegiate Collection,organic; local; artisanal; curated; sustainable; gourmet; occupational therapy; college readiness; private tutoring; educational intervention; emerging brands; prepared foods; convenient; professional; customized solutions; expedited services; ergonomic; innovative; customizable,https://foxtrotco.com/,(972) 685-6499,https://www.facebook.com/Hola-HP-1015709641843326/,https://twitter.com/upliftdesk
Foxwell,"Foxwell, 4400 France Avenue South, Edina, MN 55410, United States of America",https://www.instagram.com/foxwellstudioxshoppe/,Independent Grocery,Edina,1,MN,55410,,brightland; fly_by_jing,accessories; unique gifts; tableware; kids toys; home goods; throws; party goods; pillows,design-minded; unique,,(612) 999-8443,https://www.facebook.com/foxwellstudioxshoppe/,
Francies Bakery And General,"4940 Corrales Road 400, Corrales, NM, 87048",https://www.instagram.com/direct/t/17846791622816644/?hl=en,Bakery,Corrales,1,NM,87048,,spice_walla,,,,,,
Frankie & Jos,"Frankie & Jo's, 4619 Village Terrace Northeast, Seattle, WA 98105, United States of America",https://www.instagram.com/frankieandjos/,Independent Grocery,Seattle,1,WA,98105,,graza,Vegan Ice Cream; Catering; Gift Cards; Online Flavors; Scoop Shops,vegan; sustainable; artisanal,,,,
Frazier Farms,"308 Frazier, Hurst, TX 76053, United States of America",https://www.instagram.com/frazierfarmsmarket/,Independent Grocery,,11,TX,76053,,blobs; chomps; unreal_snacks; coconut_cult; stellar_snacks; fish_wife; fly_by_jing; rishi_tea; whims,Bakery; Beer & Wine; Body Care & Vitamins; Bulk Foods; Cheese; Coffee & Juice Bar; Deli; Gluten-Free; Grocery; Produce,organic; natural; sustainable; local; artisanal; gourmet; gluten-free; prepared foods; farm-to-table,,,,
Freehand Market,"1735-G Saxapahaw Bethlehem Church Rd, Saxapahaw, NC, 27340",https://www.instagram.com/direct/t/111456593585676/?hl=en,Independent Grocery,Saxapahaw,1,NC,27340,,spice_walla,,,,,,
Fresh & Natural Foods,"Hudson Grocery Cooperative, 1701 Ward Avenue, Hudson, WI 54016, United States of America",https://www.instagram.com/hudsongrocerycoop/,Supermarket,Hudson,1,WI,54016,,a_dozen_cousins,Produce; Meat; Frozen; Dairy & Eggs; Beverages; Breakfast; Canned Goods & Soups; Condiments & Sauces; Pasta & Dry Goods; Snacks & Candy,organic; local; sustainable; plant-based; small-batch,,,https://www.facebook.com/HudsonGroceryCoop?fref=ts,
Fresh Farms International Market,"5740 WEST TOUHY AVENUE, NILES, IL",https://www.instagram.com/direct/t/109531437109130/,Independent Grocery,NILES,2,IL,60714,,rishi_tea,,,,,,
Fresh Harvest,"Organic Fresh Market, 1438 Broadway, New York, NY 11221, United States of America",https://www.instagram.com/market.hotel/,Independent Grocery,BROOKLYN,3,NY,11221,,a_dozen_cousins; chomps; one_trick_pony,,,,,,
Fresh N Save,"Fresh N' Save Supermarket, 46-02 Queens Boulevard, New York, NY 11377, United States of America",https://www.instagram.com/keyfood,Supermarket,,4,NY,11377,Zuva,blobs; glonuts; loisa; whims,Deli; Bakery; Prepared Foods; Catering; Beer & Wine; Digital Coupons; Grocery Delivery; Urban Meadow; Snacks; Beverages; Grocery; Health Foods; Produce,local; prepared foods; gourmet; digital coupons; organic,,,https://www.facebook.com/keyfood,https://twitter.com/keyfood
Fresh Plus,"Fresh Plus Hyde Park Grocery, 408 East 43rd Street, Austin, TX 78751, United States of America",https://www.instagram.com/getvoxable/,Independent Grocery,Austin,7,TX,78751,,chomps; unreal_snacks; graza; rishi_tea,,conversational AI; collaboration; flexible design; user experience,,(512)477-5574,https://www.facebook.com/Voxable,https://twitter.com/voxable
Freys Better Foods,"1575 Main Street, Hellertown, PA 18055, United States of America",https://www.instagram.com/direct/t/103780197688012/,Supermarket,Hellertown,3,PA,18055,,a_dozen_cousins; rishi_tea; coconut_cult; evies_snacks; loisa,,,,,,
Friendly City Food Co,"Friendly City Food Coop, 150 East Wolfe Street, Harrisonburg, VA 22802, United States of America",https://www.instagram.com/direct/t/118028389589284/,Co-op,,3,VA,22802,,coconut_cult; smash_foods; rishi_tea; the_only_bean,,local; artisanal; sustainable,,,http://www.facebook.com/smokerfriendly,
Front Porch Fixins,"10205 Anderson rd, Easley, SC, 29642",https://www.instagram.com/direct/t/109509380446563/?hl=en,Independent Grocery,Easley,1,SC,29642,,spice_walla,,,,,,
Fruitful Yield,"Crowne Plaza, 1250 Roosevelt Road, Lombard, IL 60148, United States of America",https://www.instagram.com/direct/t/114691009927903/,Supermarket,Lombard,36,IL,60148,,btr_bar; evies_snacks; unreal_snacks; chomps; rishi_tea,Sports; Supplements; Personal Care; Healthy Food; New Products; Pets; Organic; Paleo; Vegan; Non-GMO,non-GMO; soy-free; organic; paleo-friendly; vegan; sustainable,,,,
Fruitsuper,"Jeffrey Carey P.S., 524 1st Avenue South, Seattle, WA 98104, United States of America",https://www.instagram.com/fruitsuper/,Independent Grocery,Seattle,2,WA,98104,,brightland; pistakio; joon,MYSTERY BOX; Plant Sticks; Tableware; Utensils; Decor; Kitchenware; Home; Vases; Care Packages; Donation,BIPOC; curated; sustainable; Women Owned; unique,,,,
Full Circle,"64 Lafayette Road, Unit 3, North Hampton, NH 03862, USA",https://www.instagram.com/fullcirclecheese/,Independent Grocery,,7,NH,3862,,alice_mushrooms; fish_wife; freestyle_snacking; masa_chips; rishi_tea; stellar_snacks,Counseling; Mental Health Support; Virtual Counseling; Workforce Wellness; Faith-Based Counseling; Substance Use Counseling; Youth Counseling; Parenting Skills; Support Groups; Executive Coaching,restorative; holistic; faith-based; confidential; executive coaching; high performance,,,,
Gardiner Bakehouse,"297 Bruynswick Road, Gardiner, NY, 12525",https://instagram.com/gardinerbakehouse,Bakery,Gardiner,2,NY,12525,,bjorn_qorn; chikka_chikka,Breads; Pastries; Coffee; Espresso Drinks; Pantry Items; Picnic Favorites,artisanal; sourdough; local,,,,
Garys Wine & Marketplace,"607 Saint Helena Highway South, St. Helena, CA 94574, United States of America",https://www.instagram.com/direct/t/101353487935762/,Wine/Beer/Liquor,St. Helena,1,CA,94574,,graza,,,,,,
Gastrome Market,"1359 E Weldon Ave, Phoenix, AZ, 85014",https://www.instagram.com/direct/t/17842006625708823/?hl=en,Independent Grocery,Phoenix,1,AZ,85014,,spice_walla,,,,,,
